timeline_id,project_id,milestone_name,planned_date,actual_date,days_delayed,delay_reason,responsible_party,status,notes
2019,394,Substantial Completion,09/24/2021,07/11/2026,,Right-of-way,Regulator,NOT STARTED,
2020,394,Project Closeout,08/09/2019,,1520,,Third Party,In Progress,On critical path
2021,394,Bid Award,2027/03/04,26/03/2021,-2169,,Regulator,Skipped,
2022,394,50% Complete,16/07/2021,05-07-2026,1756,Environmental review,Regulator,Complete,
2023,394,Design Complete,01-19-2024,2023-11-25,-55,,Third Party,complete,On critical path
2024,394,Final Inspection,11-16-2018,09/07/2024,2122,,Third Party,COMPLETE,
2025,394,Environmental Review,09/20/2022,21/02/2027,1615,Utility conflicts,Engineer,In Progress,Permit dependent
2026,430,Bid Award,2020-01-06,2019/03/05,-307,,Regulator,In Progress,
2027,430,Substantial Completion,01-28-2024,06/04/2026,858,Contractor issues,Third Party,NOT STARTED,Permit dependent
2028,430,Design Complete,02-11-2023,03/25/2023,42,Supply chain delays,Third Party,,Float available
2029,430,50% Complete,07/27/2019,01/03/2021,,,Third Party,Not Started,On critical path
2030,430,Ground Breaking,2019-09-22,05/30/2019,-115,,Third Party,Skipped,
2031,430,Environmental Review,05-18-2022,20/02/2027,1739,Contractor issues,Utility,Not Started,On critical path
2032,430,Project Closeout,10/12/2025,2019/02/14,-2432,,Engineer,,Permit dependent
2033,50,Design Complete,04-24-2027,,,,Regulator,Not Started,On critical path
2034,50,Environmental Review,10/30/2020,2020/05/01,,,Engineer,Not Started,
2035,50,Bid Award,,,,,Utility,Not Started,Permit dependent
2036,50,Substantial Completion,06/16/2023,,,,Owner,In Progress,Float available
2037,234,Design Complete,03-31-2020,2027/08/25,,Environmental review,Regulator,Delayed,Permit dependent
2038,234,Environmental Review,05/21/2022,2027/08/08,1905,Contractor issues,Contractor,Skipped,On critical path
2039,234,Final Inspection,,2019/10/08,-918,,Contractor,Not Started,Permit dependent
2040,234,50% Complete,2027-07-15,06/24/2024,-1116,,Engineer,Complete,On critical path
2041,234,Ground Breaking,2023-03-30,28/07/2018,-1706,,Contractor,Complete,
2042,234,Project Closeout,22/08/2026,02/17/2024,-917,,Utility,Not Started,Permit dependent
2043,234,Substantial Completion,21/07/2019,2020/01/29,192,Design changes,Contractor,In progress,Permit dependent
2044,234,Bid Award,2019/08/10,2018-09-20,-324,,Engineer,,
2045,230,Design Complete,2024-09-27,07/21/2025,297,Supply chain delays,Third Party,Delayed,
2046,230,Final Inspection,10-12-2023,,-1318,,Regulator,Complete,On critical path
2047,230,Environmental Review,11/08/2020,,,,Engineer,Not Started,Permit dependent
2048,230,Project Closeout,11-23-2026,,,,Owner,Delayed,Permit dependent
2049,230,Ground Breaking,2020/09/01,,,,Contractor,Not Started,Float available
2050,230,50% Complete,21/09/2018,,,,Regulator,In Progress,
2051,230,Substantial Completion,14/06/2022,,,,Owner,Delayed,Float available
2052,268,Environmental Review,02/08/2027,2025/10/12,-659,,Regulator,Complete,
2053,268,Project Closeout,08/08/2024,11-20-2026,834,Design changes,Utility,Delayed,
2054,268,Bid Award,2020/06/02,2026/05/20,2178,Labor shortage,Owner,Complete,
2055,268,Design Complete,2026/01/15,02-04-2022,-1441,,Utility,Skipped,
2056,268,Ground Breaking,2023/07/24,04/15/2026,996,Weather,Engineer,Complete,On critical path
2057,488,50% Complete,,,,,Regulator,Complete,
2058,488,Project Closeout,06/02/2021,2019-11-05,,,Owner,Skipped,
2059,454,Substantial Completion,15/12/2023,2018/09/10,-1922,,Third Party,In Progress,Float available
2060,454,Design Complete,03/12/2023,07/01/2021,-1060,,Regulator,Complete,
2061,454,50% Complete,12/07/2027,04/26/2024,-1172,,Owner,Not Started,Permit dependent
2062,454,Project Closeout,03/30/2019,,n/a,Funding gap,Contractor,Delayed,On critical path
2063,454,Final Inspection,14/08/2024,2025/01/30,169,Right-of-way,Utility,Skipped,Permit dependent
2064,454,Ground Breaking,09/05/2026,2020-10-03,-2163,,Contractor,In Progress,Float available
2065,343,Bid Award,10/04/2020,15/04/2026,2019,Right-of-way,Third Party,Complete,
2066,343,Environmental Review,2025/01/25,30/01/2024,,,Contractor,In Progress,
2067,343,50% Complete,2024-08-29,2024/07/28,-32,,Regulator,Not Started,Permit dependent
2068,468,Substantial Completion,21/12/2027,23/04/2026,-607,,Owner,Complete,Float available
2069,468,Design Complete,2026/06/27,07/09/2027,437,Labor shortage,Third Party,Skipped,On critical path
2070,468,Project Closeout,2019-03-03,10-20-2027,3153,Weather,Owner,Skipped,
2071,468,Ground Breaking,2026-01-27,05-24-2024,-613,,Owner,COMPLETE,On critical path
2072,468,Final Inspection,2024/11/14,2025-12-16,397,Supply chain delays,Engineer,Delayed,Float available
2073,19,Bid Award,08/22/2019,06/13/2021,,,Owner,Delayed,
2074,19,Environmental Review,2018-07-13,04-23-2025,2476,Supply chain delays,Engineer,Complete,
2075,19,Ground Breaking,08-19-2018,2022/12/25,1589,Environmental review,Regulator,Delayed,Permit dependent
2076,19,Final Inspection,2024/04/02,2027-01-02,1005,Weather,Owner,Complete,On critical path
2077,19,50% Complete,03/14/2019,08-10-2023,1610,Design changes,Regulator,Delayed,Float available
2078,403,50% Complete,2021-02-09,2022-06-07,483,Supply chain delays,Regulator,Not Started,
2079,403,Substantial Completion,,05-23-2027,721,Right-of-way,Owner,Complete,
2080,403,Ground Breaking,09/18/2027,11/02/2026,-320,,Third Party,Skipped,On critical path
2081,403,Bid Award,06/07/2026,07-12-2025,-359,,Third Party,Not Started,
2082,403,Environmental Review,02/27/2021,21/01/2023,693,Labor shortage,Regulator,Complete,Float available
2083,403,Final Inspection,2019-10-02,2025-04-18,2025,Environmental review,Utility,Delayed,
2084,225,Design Complete,12/09/2022,11/18/2023,,,Engineer,In Progress,Permit dependent
2085,225,Environmental Review,2021-09-23,05-31-2020,-480,,Contractor,Delayed,Float available
2086,225,Bid Award,2026/10/13,12/19/2026,67,Permitting,Owner,Not Started,Permit dependent
2087,225,Substantial Completion,2018-07-16,,2005,Environmental review,Third Party,Delayed,Permit dependent
2088,7,Final Inspection,2020-04-15,2026-11-05,2395,Funding gap,Owner,,
2089,7,Environmental Review,,12/04/2019,-1754,,Regulator,Complete,Float available
2090,238,Project Closeout,02/09/2023,2021-02-27,TBD,,Owner,In Progress,
2091,238,Design Complete,10/05/2019,2020-01-01,88,Design changes,Contractor,NOT STARTED,On critical path
